0
0.032867
0
0
0
0
0
0
0
0
0
0
0
0.046511
0
0.15914
0.55486
1
1
0.89166
0.054465
0.028495
0
0
0
0.017096
0.010066
0.020396
0.0074735
0
0
0
0
0.015515
0
0
0
0
0
0
0
0
0
0
0
0.07356
0.36272
0.52849
0.12575
0.17041
0.54881
0
0
0.37912
